school_name,address,lat,lng,zone_type,radius
한강중학교,서울특별시 용산구 녹사평대로 73,37.5232472,126.993452,school,50.0
용산중학교,서울특별시 용산구 두텁바위로 74,37.5467113,126.980669,school,50.0
용강중학교,서울특별시 용산구 이촌로65가길 91,37.5220893,126.9739482,school,50.0
오산중학교,서울특별시 용산구 보광로7길 17,37.5253768,126.9979886,school,50.0
신광여자중학교,서울특별시 용산구 청파로 263,37.5332307,126.960586,school,50.0
성심여자중학교,"서울특별시 용산구 원효로19길 49 , 성심여자중학교",37.539300000000004,126.98129999999999,school,50.0
선린중학교,서울특별시 용산구 원효로97길 33-4,37.5425019,126.9672188,school,50.0
보성여자중학교,서울특별시 용산구 신흥로3가길 66,37.5415685,126.9844661,school,50.0
배문중학교,"서울특별시 용산구 효창원로 258 , 배문중학교",37.5366,126.9786,school,50.0
신광초등학교,"서울특별시 용산구 청파로 263 , 신광초등학교 청파동 3가 100",37.5441,126.9861,school,50.0
서울후암초등학교,"서울특별시 용산구 두텁바위로 140 , 서울후암초등학교",37.5474,126.98939999999999,school,50.0
서울한남초등학교,"서울특별시 용산구 한남대로 112 , 서울한남초등학교",37.546800000000005,126.9888,school,50.0
서울한강초등학교,"서울특별시 용산구 한강대로14길 9 , 서울한강초등학교",37.5405,126.98249999999999,school,50.0
서울청파초등학교,"서울특별시 용산구 효창원로 228 , 서울청파초등학교",37.5411,126.9831,school,50.0
서울이태원초등학교,서울특별시 용산구 녹사평대로40길 19,37.5362114,126.9882042,school,50.0
서울원효초등학교,"서울특별시 용산구 효창원로13길 38 , 서울원효초등학교",37.533,126.975,school,50.0
서울용암초등학교,서울특별시 용산구 녹사평대로60길 39,37.5443615,126.9896272,school,50.0
서울용산초등학교,서울 용산구 한강대로57길 33,37.5349891,126.9726979,school,50.0
서울신용산초등학교,"서울특별시 용산구 이촌로 255 , 301-75번지",37.5255,126.9675,school,50.0
서울서빙고초등학교,"서울특별시 용산구 서빙고로51길 14 , 서울서빙고초등학교",37.5399,126.9819,school,50.0
서울삼광초등학교,"서울특별시 용산구 두텁바위로1나길 19 , 서울삼광초등학교",37.5471,126.9891,school,50.0
서울보광초등학교,서울특별시 용산구 우사단로 20,37.5417,126.9837,school,50.0
서울남정초등학교,"서울특별시 용산구 원효로64길 17-10 , 서울남정초등학교",37.5471,126.9891,school,50.0
서울금양초등학교,"서울특별시 용산구 효창원로 137 , 서울금양초등학교",37.542300000000004,126.98429999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.533300000000004,126.97529999999999,school,50.0
